"Name","Municipal class","CD","CSD","CSDtype","unittype","pr","CWEIGHT","Pop20","Cellid","value","source","year","province","province_name","road_condition"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.10526315789474,"11829","C5F06404",50,"00","2020","59","British Columbia","good"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.10526315789474,"11829","C5F06504",30,"00","2020","59","British Columbia","very good"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.10526315789474,"11829","C5F06604",0,"21","2020","59","British Columbia","do not know"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06104",0,"00","2020","59","British Columbia","very poor"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06204",0,"00","2020","59","British Columbia","poor"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06304",30,"00","2020","59","British Columbia","fair"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06404",60,"00","2020","59","British Columbia","good"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06504",10,"00","2020","59","British Columbia","very good"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.10526315789474,"9233","C5F06604",0,"21","2020","59","British Columbia","do not know"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06104",13,"99","2020","59","British Columbia","very poor"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06204",55,"99","2020","59","British Columbia","poor"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06304",0,"99","2020","59","British Columbia","fair"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06404",32,"99","2020","59","British Columbia","good"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06504",0,"99","2020","59","British Columbia","very good"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.16,"2416","C5F06604",0,"00","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06104",25,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06204",25,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06304",15,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06404",25,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06504",10,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.16,"3103","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06204",0,"00","2020","59","British Columbia","poor"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06304",0,"00","2020","59","British Columbia","fair"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06404",0,"00","2020","59","British Columbia","good"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06504",0,"00","2020","59","British Columbia","very good"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.10526315789474,"13685","C5F06604",100,"21","2020","59","British Columbia","do not know"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06104",0,"00","2020","59","British Columbia","very poor"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06204",10,"00","2020","59","British Columbia","poor"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06304",20,"00","2020","59","British Columbia","fair"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06404",0,"00","2020","59","British Columbia","good"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06504",70,"00","2020","59","British Columbia","very good"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.16,"2012","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06104",33,"99","2020","59","British Columbia","very poor"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06204",14,"99","2020","59","British Columbia","poor"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06304",12,"99","2020","59","British Columbia","fair"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06404",14,"99","2020","59","British Columbia","good"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06504",27,"99","2020","59","British Columbia","very good"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.10526315789474,"5443","C5F06604",0,"23","2020","59","British Columbia","do not know"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06204",10,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06304",10,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06404",70,"00","2020","59","British Columbia","good"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06504",10,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.10526315789474,"5648","C5F06604",0,"21","2020","59","British Columbia","do not know"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06104",0,"00","2020","59","British Columbia","very poor"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06204",0,"00","2020","59","British Columbia","poor"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06304",100,"00","2020","59","British Columbia","fair"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06404",0,"00","2020","59","British Columbia","good"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06504",0,"00","2020","59","British Columbia","very good"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.24439293000977,"1789","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06104",0,"00","2020","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06204",40,"00","2020","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06304",30,"00","2020","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06404",30,"00","2020","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06504",0,"00","2020","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.16,"1049","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06204",0,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06304",40,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06404",60,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06504",0,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF MIDWAY","Rural","5905","5905037","VL","CSD","59",2.22144003993566,"705","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06104",0,"00","2020","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06204",0,"00","2020","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06304",0,"00","2020","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06404",5,"00","2020","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06504",8,"00","2020","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.26152078322793,"671","C5F06604",87,"21","2020","59","British Columbia","do not know"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06104",0,"00","2020","59","British Columbia","very poor"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06204",30,"00","2020","59","British Columbia","poor"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06304",40,"00","2020","59","British Columbia","fair"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06404",30,"00","2020","59","British Columbia","good"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06504",0,"00","2020","59","British Columbia","very good"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",2.16035455540386,"764","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06204",50,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06304",50,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06404",0,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06504",0,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.21951849857761,"2014","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06104",0,"00","2020","59","British Columbia","very poor"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06204",0,"00","2020","59","British Columbia","poor"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06304",0,"00","2020","59","British Columbia","fair"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06404",0,"00","2020","59","British Columbia","good"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06504",0,"00","2020","59","British Columbia","very good"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.20857198570666,"2132","C5F06604",100,"21","2020","59","British Columbia","do not know"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06104",20,"00","2020","59","British Columbia","very poor"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06204",20,"00","2020","59","British Columbia","poor"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06304",40,"00","2020","59","British Columbia","fair"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06404",10,"00","2020","59","British Columbia","good"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06504",10,"00","2020","59","British Columbia","very good"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.16,"3651","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06104",10,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06204",20,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06304",25,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06404",20,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06504",25,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.16,"1695","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06104",0,"00","2020","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06204",28,"00","2020","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06304",28,"00","2020","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06404",43,"00","2020","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06504",0,"00","2020","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.4080899038971,"1031","C5F06604",1,"99","2020","59","British Columbia","do not know"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06104",0,"00","2020","59","British Columbia","very poor"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06204",25,"00","2020","59","British Columbia","poor"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06304",50,"00","2020","59","British Columbia","fair"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06404",25,"00","2020","59","British Columbia","good"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06504",0,"00","2020","59","British Columbia","very good"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.16,"3758","C5F06604",0,"21","2020","59","British Columbia","do not know"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06104",15,"00","2020","59","British Columbia","very poor"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06204",9,"00","2020","59","British Columbia","poor"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06304",14,"00","2020","59","British Columbia","fair"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06404",52,"00","2020","59","British Columbia","good"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06504",10,"00","2020","59","British Columbia","very good"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.14831289828977,"3147","C5F06604",0,"21","2020","59","British Columbia","do not know"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06104",17,"99","2020","59","British Columbia","very poor"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06204",17,"99","2020","59","British Columbia","poor"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06304",33,"99","2020","59","British Columbia","fair"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06404",17,"99","2020","59","British Columbia","good"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06504",16,"99","2020","59","British Columbia","very good"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.16,"1644","C5F06604",0,"00","2020","59","British Columbia","do not know"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06104",15,"00","2020","59","British Columbia","very poor"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06204",20,"00","2020","59","British Columbia","poor"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06304",25,"00","2020","59","British Columbia","fair"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06404",40,"00","2020","59","British Columbia","good"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06504",0,"00","2020","59","British Columbia","very good"
"DISTRICT OF FORT ST JAMES","Rural","5951","5951013","DM","CSD","59",1.24987638555486,"1746","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06104",35,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06204",35,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06304",30,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06404",0,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06504",0,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF FRUITVALE","Urban","5905","5905005","VL","CSD","59",1.16,"2026","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06204",100,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06304",0,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06404",0,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06504",0,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF FRASER LAKE","Rural","5951","5951009","VL","CSD","59",2.00951962831535,"963","C5F06604",0,"21","2020","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06104",0,"00","2020","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06204",40,"00","2020","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06304",60,"00","2020","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06404",0,"00","2020","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06504",0,"00","2020","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF CUMBERLAND","Urban","5926","5926014","VL","CSD","59",1.16,"4558","C5F06604",0,"21","2020","59","British Columbia","do not know"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06104",52,"00","2020","59","British Columbia","very poor"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06204",7,"00","2020","59","British Columbia","poor"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06304",14,"00","2020","59","British Columbia","fair"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06404",15,"00","2020","59","British Columbia","good"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06504",11,"00","2020","59","British Columbia","very good"
"TOWN OF COMOX","Urban","5926","5926005","T","CSD","59",1.10526315789474,"15182","C5F06604",1,"21","2020","59","British Columbia","do not know"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06104",0,"00","2020","59","British Columbia","very poor"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06204",10,"00","2020","59","British Columbia","poor"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06304",20,"00","2020","59","British Columbia","fair"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06404",0,"00","2020","59","British Columbia","good"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06504",69,"00","2020","59","British Columbia","very good"
"DISTRICT OF CHETWYND","Rural","5955","5955010","DM","CSD","59",1.17165544486446,"2657","C5F06604",1,"99","2020","59","British Columbia","do not know"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06104",50,"00","2020","59","British Columbia","very poor"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06204",0,"00","2020","59","British Columbia","poor"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06304",0,"00","2020","59","British Columbia","fair"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06404",0,"00","2020","59","British Columbia","good"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06504",50,"00","2020","59","British Columbia","very good"
"VILLAGE OF CACHE CREEK","Rural","5933","5933024","VL","CSD","59",1.39823029058568,"1058","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06104",0,"00","2020","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06204",100,"00","2020","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06304",0,"00","2020","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06404",0,"00","2020","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06504",0,"00","2020","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF BURNS LAKE","Urban","5951","5951022","VL","CSD","59",1.16,"1869","C5F06604",0,"21","2020","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06104",2,"00","2020","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06204",5,"00","2020","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06304",92,"00","2020","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06404",0,"00","2020","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06504",0,"00","2020","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF ASHCROFT","Rural","5933","5933019","VL","CSD","59",1.27724114931846,"1559","C5F06604",1,"21","2020","59","British Columbia","do not know"
"CITY OF WILLIAMS LAKE","Urban","5941","5941009","CY","CSD","59",1.10526315789474,"11559","C5F06104",0,"00","2020","59","British Columbia","very poor"
